portfolio,avg_return,std_return,portfolio_beta,n_stocks,beta_min,beta_max
P1,0.8028429478762104,2.1387084585206044,0.42474832964595866,49,0.1142908713904654,0.5956295376060683
P2,1.0702917332456474,3.1364312313907856,0.6883423222459617,49,0.5999310311541479,0.7755921217679703
P3,1.0491552646190223,3.9293845016174176,0.8802840651720121,49,0.7824328561970603,0.9848018453418508
P4,0.47425215197478626,4.922854325841468,1.112834976184708,49,0.9893641616154698,1.2525839270406856
P5,0.5530245058645807,6.439253854968063,1.4773679795630967,49,1.254674256154413,2.090393710333432
