Date,ALFA.ST,ALIV-SDB.ST,ASSA-B.ST,ATCO-A.ST,ATCO-B.ST,AXFO.ST,BOL.ST,CAST.ST,ELUX-B.ST,ERIC,ESSITY-B.ST,EVO.ST,GETI-B.ST,HEXA-B.ST,HM-B.ST,INVE-B.ST,KINV-B.ST,NDA-SE.ST,SAND.ST,SCA-B.ST,SEB-A.ST,SHB-A.ST,SKF-B.ST,SWED-A.ST,TEL2-B.ST,TELIA.ST,VOLV-B.ST
2023-06-30,378.42584228515625,910.6303100585938,247.47412109375,148.96128845214844,127.97852325439452,210.9532928466797,304.74163818359375,101.27307891845705,147.1999969482422,4.920480728149414,270.03106689453125,1357.179443359375,180.7106170654297,132.40940856933594,166.7498321533203,207.17803955078125,149.39999389648438,115.67134857177734,199.2714080810547,131.99325561523438,102.73078918457033,71.56253051757812,174.53016662597656,155.56301879882812,76.82554626464844,19.9877872467041,197.05137634277344
2023-07-31,379.2924499511719,1041.67138671875,241.74114990234375,143.4974365234375,123.8793716430664,247.9302215576172,303.3233337402344,117.99618530273438,130.0,4.559344291687012,245.38870239257812,1289.807373046875,187.5966339111328,101.6884307861328,159.203857421875,206.5055389404297,143.64999389648438,117.42662811279295,202.6842498779297,134.24996948242188,109.97325134277344,73.1943588256836,186.62448120117188,165.0584716796875,68.29129028320312,19.125732421875,205.0482940673828
2023-08-31,370.91510009765625,1064.521484375,235.91258239746097,138.9442596435547,120.44754791259766,244.6947326660156,285.1787109375,115.09423065185548,120.6500015258789,4.658657073974609,240.4978790283203,1178.712890625,182.0495758056641,97.6488265991211,150.81146240234375,202.8068084716797,128.9499969482422,118.5113525390625,196.61697387695312,140.20382690429688,109.62836456298828,72.37052154541016,165.36639404296875,166.08499145507812,66.67063903808594,19.078826904296875,195.4608154296875
2023-09-30,361.8636779785156,1052.5999755859375,227.59976196289065,141.14894104003906,122.21112823486328,231.4754943847656,307.5782775878906,109.53626251220705,113.0500030517578,4.3878045082092285,221.87503051757812,1099.416748046875,184.29708862304688,93.14041900634766,139.9877471923828,201.5578765869141,109.1999969482422,118.45218658447266,191.11854553222656,143.99700927734375,112.64604949951172,77.28182983398438,169.45985412597656,172.20144653320312,72.1360092163086,19.475759506225582,199.3488311767578
2023-10-31,347.22735595703125,1021.427978515625,226.9309234619141,138.225341796875,119.20829010009766,231.4792633056641,279.5054626464844,104.81446075439452,93.5999984741211,4.132745265960693,239.18112182617188,985.639404296875,191.66131591796875,90.46730041503906,134.44082641601562,196.3699951171875,94.9800033569336,115.67134857177734,179.74244689941406,146.87791442871094,107.17110443115234,75.25393676757812,167.5526885986328,156.33290100097656,68.22232818603516,20.373180389404297,195.1957244873047
2023-11-30,376.8851623535156,1078.091064453125,256.7424621582031,156.43003845214844,133.18309020996094,245.5595245361328,273.7832946777344,126.06261444091795,103.25,4.531193256378174,246.89358520507812,1080.53662109375,213.27581787109375,104.63086700439452,151.18963623046875,209.2435760498047,97.94000244140624,115.63190460205078,196.23779296875,149.66278076171875,109.49903869628906,78.73938751220703,183.36831665039065,164.54519653320312,73.87893676757812,21.92898178100586,214.94503784179688
2023-12-31,388.4401550292969,1098.169189453125,280.0775146484375,167.6864471435547,143.71652221679688,256.260498046875,307.627197265625,140.96585083007812,108.0999984741211,5.837734699249268,235.13674926757812,1194.6119384765625,214.51914978027344,120.63967895507812,162.28549194335938,225.51744079589844,108.0999984741211,122.98831939697266,206.7606964111328,145.1013641357422,119.67295837402344,86.70045471191406,187.27569580078125,173.91233825683594,77.72286224365234,22.65994644165039,231.24818420410156
2024-01-31,369.8558654785156,1120.5504150390625,276.60430908203125,161.30943298339844,139.24342346191406,247.15525817871097,270.8977966308594,133.24371337890625,98.0,5.105700969696045,230.15185546875,1215.28076171875,213.94529724121097,113.70751953125,135.51051330566406,237.4935302734375,112.8499984741211,126.4594497680664,207.9930877685547,136.41062927246094,127.7344970703125,89.15612030029297,191.5552215576172,182.03907775878903,79.80648803710938,23.6727294921875,220.82122802734375
2024-02-29,375.2481994628906,1193.6624755859375,284.9979553222656,173.67697143554688,148.95919799804688,271.6549072265625,256.6168212890625,122.07858276367188,88.5999984741211,5.040836811065674,227.33021545410156,1332.9334716796875,196.25201416015625,121.03865814208984,129.06024169921875,251.4978179931641,109.6500015258789,124.1913833618164,220.79119873046875,140.8280029296875,132.6059112548828,98.06776428222656,210.06881713867188,194.52859497070312,78.06414794921875,21.72642517089844,251.92532348632812
2024-03-31,405.1948547363281,1282.689697265625,296.2859802246094,174.69149780273438,152.1336669921875,292.11822509765625,290.754150390625,138.60494995117188,95.62000274658205,5.105700969696045,239.08705139160156,1322.2015380859375,206.00721740722656,126.37493133544922,160.41107177734375,259.4657897949219,119.9499969482422,117.54496002197266,225.34164428710935,157.77731323242188,124.97547149658205,85.7498779296875,203.27740478515625,181.61135864257812,78.94430541992188,24.617769241333008,256.343505859375
