Date,monthly_rate_pct
2020-12-31,-0.00019416666666666668
2021-01-31,-0.00014166666666666668
2021-02-28,-0.00015333333333333334
2021-03-31,-0.00018083333333333333
2021-04-30,-0.00016833333333333335
2021-05-31,-0.00016583333333333334
2021-06-30,-0.00016166666666666668
2021-07-31,-0.0001725
2021-08-31,-0.00018
2021-09-30,-0.00018750000000000003
2021-10-31,-0.00031833333333333334
2021-11-30,-0.0003175
2021-12-31,-0.00035749999999999996
2022-01-31,-0.00016583333333333334
2022-02-28,-0.00016583333333333334
2022-03-31,-0.00020833333333333335
2022-04-30,0.00021666666666666666
2022-05-31,0.00017166666666666665
2022-06-30,0.0004883333333333333
2022-07-31,0.0007166666666666667
2022-08-31,0.0011566666666666665
2022-09-30,0.0013691666666666668
2022-10-31,0.00126
2022-11-30,0.0014908333333333334
2022-12-31,0.0016991666666666668
2023-01-31,0.00227
2023-02-28,0.0026216666666666667
2023-03-31,0.0026725
2023-04-30,0.0028750000000000004
2023-05-31,0.0028958333333333336
2023-06-30,0.0029975
2023-07-31,0.0030366666666666667
2023-08-31,0.0031850000000000003
2023-09-30,0.003224166666666667
2023-10-31,0.0033541666666666668
2023-11-30,0.0033450000000000003
2023-12-31,0.003278333333333333
2024-01-31,0.0032858333333333333
2024-02-29,0.0033141666666666666
2024-03-31,0.0033183333333333333
2024-04-30,0.0031966666666666667
2024-05-31,0.0030791666666666663
2024-06-30,0.0029741666666666666
2024-07-31,0.0028875
2024-08-31,0.0026933333333333336
2024-09-30,0.0023891666666666666
2024-10-31,0.0023091666666666664
2024-11-30,0.0021125000000000002
2024-12-31,0.0019766666666666665
2025-01-31,0.0018858333333333331
2025-02-28,0.0018600000000000003
2025-03-31,0.0018808333333333333
2025-04-30,0.0018666666666666669
2025-05-31,0.0018675
2025-06-30,0.0017158333333333333
2025-07-31,0.0017191666666666668
2025-08-31,0.0016883333333333331
2025-09-30,0.0015649999999999998
2025-10-31,0.0015366666666666669
2025-11-30,0.0015758333333333334
