Date,ABBN.SW,BAER.SW,CFR.SW,GEBN.SW,GIVN.SW,HOLN.SW,LONN.SW,NESN.SW,NOVN.SW,ROG.SW,SCMN.SW,SIKA.SW,SOON.SW,SREN.SW,UBSG.SW,ZURN.SW
2023-03-31,29.29352378845215,53.77823638916016,135.5235595703125,472.5578002929687,2806.099853515625,52.79607009887695,536.1995239257812,101.56356048583984,70.69563293457031,233.85110473632812,517.0057983398438,245.2242431640625,255.0641632080078,77.67949676513672,17.508718490600586,372.1446838378906
2023-04-30,30.864164352416992,54.986351013183594,136.49887084960938,470.3304748535156,3015.359130859375,52.72435760498047,542.468505859375,104.35186767578124,80.36833190917969,260.5651550292969,564.295166015625,238.5260772705078,267.5989074707031,74.2690200805664,16.39683723449707,367.1283264160156
2023-05-31,31.959592819213867,50.031856536865234,134.2695770263672,459.2076416015625,2893.6630859375,50.32209396362305,557.7493896484375,100.87847900390624,76.86714935302734,267.8611755371094,530.9713745117188,241.44203186035156,221.63803100585935,81.01866149902344,16.11626625061035,382.23095703125
2023-06-30,33.80452346801758,50.66130065917969,140.86460876464844,445.59515380859375,2863.7216796875,56.300987243652344,525.66796875,100.5979995727539,79.37177276611328,254.19854736328125,513.48095703125,248.53756713867188,226.1961212158203,79.97062683105469,16.915536880493164,381.2439575195313
2023-07-31,33.49703598022461,55.3911247253418,130.32183837890625,469.6788024902344,2838.60986328125,56.67507553100586,497.8767700195313,99.9248504638672,80.31541442871094,251.5032196044922,515.8744506835938,263.117431640625,234.7660369873047,80.73445129394531,18.01862144470215,377.5652160644531
2023-08-31,32.372779846191406,55.265235900878906,116.66728973388672,436.5518798828125,2847.302490234375,54.7672004699707,481.8130187988281,99.4760971069336,78.76325225830078,241.9300994873047,495.254150390625,243.38601684570312,226.24668884277344,76.29360961914062,21.96822929382324,372.3611755371094
2023-09-30,31.517580032348633,52.927303314208984,104.03453063964844,436.9326477050781,2891.7314453125,54.97295379638672,419.4306335449219,96.98918151855467,82.78475189208984,232.77523803710935,500.9615478515625,226.57061767578125,210.7569580078125,83.77198028564453,21.211029052734375,376.9371643066406
2023-10-31,29.24985122680664,48.19747543334961,102.34050750732422,401.5211181640625,2916.843017578125,52.44783020019531,312.2077331542969,91.67880249023438,78.6634292602539,217.34674072265625,500.7774658203125,210.8243865966797,207.65902709960935,88.03518676757812,19.836843490600582,386.35833740234375
2023-11-30,33.352901458740234,39.78090286254883,104.54240417480467,465.87109375,3160.2353515625,60.135440826416016,333.49462890625,92.8848648071289,79.20310974121094,219.3914794921875,469.8470764160156,230.55577087402344,244.2534942626953,91.7033233642578,23.024574279785156,392.9082946777344
2023-12-31,35.841636657714844,42.39759063720703,110.8130340576172,513.0865478515625,3364.993896484375,61.74403381347656,348.5728759765625,91.16460418701172,78.97049713134766,227.24514770507812,465.7966613769531,266.0333557128906,265.6486511230469,83.98514556884766,24.398757934570312,394.43365478515625
2024-01-31,35.25548553466797,42.532470703125,123.49789428710938,476.1518859863281,3485.72412109375,61.87497329711914,418.6422119140625,92.1462631225586,83.18560028076172,229.6616668701172,475.186279296875,233.37454223632812,268.8434143066406,88.01742553710938,24.295928955078125,393.9850158691406
2024-02-29,39.127925872802734,42.51448440551758,134.6031494140625,488.5268859863281,3580.376708984375,67.43025207519531,455.302978515625,85.78878021240234,83.26934051513672,215.5808258056641,465.2443542480469,248.34315490722656,263.6156005859375,94.67868041992188,23.56676864624023,421.710205078125
2024-03-31,40.25217819213867,46.83068084716797,131.63534545898438,507.3749694824219,3878.82177734375,76.3710708618164,532.369384765625,89.51913452148438,81.29670715332031,213.48960876464844,507.5895385742187,261.07623291015625,252.77284240722656,102.98304748535156,25.931859970092773,436.3354797363281
2024-04-30,44.02967071533203,44.609642028808594,122.44481658935548,469.86920166015625,3875.40966796875,72.18122100830078,503.0013732910156,86.20014190673828,85.97567749023438,213.53790283203125,463.4953308105469,259.12615966796875,247.25460815429688,88.65690612792969,22.68804168701172,398.5610046386719
2024-05-31,48.4532356262207,51.22211456298828,137.90599060058594,537.6185913085938,4161.2041015625,73.67759704589844,479.3492736816406,92.24722290039062,89.95343017578125,223.60494995117188,477.6749267578125,268.573974609375,275.7169494628906,108.75888061523438,27.39703369140625,449.9641418457031
2024-06-30,48.9632682800293,47.54715347290039,134.26806640625,518.4736938476562,4183.79248046875,77.10910034179688,486.9932556152344,88.54034423828125,92.84986114501952,241.51271057128903,484.6741638183594,253.12286376953125,268.7466125488281,105.7246322631836,25.43529510498047,455.0935668945313
2024-07-31,47.845115661621094,45.510772705078125,128.28463745117188,547.3863525390625,4229.95166015625,79.64646911621094,583.3194580078125,86.04978942871094,95.17666625976562,276.650634765625,515.835205078125,262.5706787109375,264.6965637207031,102.83261108398438,25.637237548828125,458.9881286621094
2024-08-31,47.697994232177734,46.89361572265625,128.1410369873047,528.4368286132812,4278.0751953125,79.14286804199219,551.7402954101562,87.86460876464844,98.59445190429688,278.0058288574219,514.3970336914062,267.688232421875,290.74359130859375,109.7070770263672,24.97370719909668,466.7772521972656
2024-09-30,48.05109405517578,48.21016311645508,128.0931854248047,538.5953369140625,4556.99462890625,79.95637512207031,530.8861694335938,82.01469421386719,93.79603576660156,261.9372253417969,529.7378540039062,275.65985107421875,298.6068115234375,110.65528106689452,25.06025505065918,484.2552490234375
2024-10-31,46.98198318481445,49.87715530395508,122.86699676513672,528.241455078125,4023.70849609375,82.39691162109375,528.9000854492188,78.75186920166016,90.56169128417967,259.32366943359375,504.32958984375,236.6875915527344,309.8119812011719,104.91866302490234,25.52184295654297,485.20513916015625
2024-11-30,49.316368103027344,55.2191047668457,120.26949310302734,518.0830078125,3811.572509765625,86.90995025634766,522.7432250976562,73.82867431640625,90.04998016357422,247.3206329345703,487.5505676269531,224.48416137695312,295.6581115722656,123.40860748291016,27.38741683959961,530.6099853515625
2024-12-31,48.12955856323242,55.560081481933594,135.16839599609375,502.64990234375,3895.052001953125,84.6050033569336,532.077880859375,72.28413391113281,85.63775634765625,247.3206329345703,483.7153625488281,212.3791351318359,291.2350158691406,124.40422821044922,26.666189193725582,511.8021545410156
