portfolio,n_stocks,avg_book_to_market,median_book_to_market,avg_alpha,median_alpha,avg_beta,avg_r_squared,std_alpha
P1,49,0.001565307422448938,0.002650298774806631,-0.24648203409475794,-0.0442521002726456,0.9085440423267286,0.23928153104421926,1.3792810834524543
P2,49,0.0927816485358645,0.10851736522007592,-0.0387501662700983,-0.1269711272859221,1.0156915774277477,0.2678306411499616,1.3042554468970413
P3,49,0.3084902943734403,0.3172176208044004,0.21901933324812228,0.3258331031092022,0.8937259033964188,0.2552983720462326,0.90458350771174
P4,49,0.5598193010935893,0.544131514410507,0.4107348094690152,0.2126559604733275,0.8168417576031355,0.20445590435737998,1.515092763081583
P5,49,1.7028584708148438,1.143634082107163,-0.7881989956224748,-0.5176464928232732,0.9517663929784159,0.21422232199571367,2.5699479595733443
