portfolio,avg_return,std_return,portfolio_beta,n_stocks,beta_min,beta_max
P1,0.8028429478762104,2.1387084585206044,0.4249231645584204,49,0.1158866716910806,0.5939739919808545
P2,1.0435856954558194,3.1257875906997867,0.6893694927964844,49,0.5963404259280198,0.776957759363302
P3,1.0645317993327472,3.9363870252525257,0.8821425270676844,49,0.7805856735176543,0.9834790813369536
P4,0.4855816550508894,4.908888727839973,1.1119974993856239,49,0.986511691362936,1.2502837087783314
P5,0.5530245058645807,6.439253854968063,1.4781369899242338,49,1.2599531899649936,2.1068712911683094
