avg_gamma_1,avg_gamma_0,std_gamma_1,std_gamma_0,se_gamma_1,se_gamma_0,tstat_gamma_1,tstat_gamma_0,pvalue_gamma_1,pvalue_gamma_0,n_months,avg_r_squared,avg_n_stocks
-0.59967876389447,1.4844582478021486,5.233174411302697,2.801948807319105,0.6813012775802122,0.3647826638488926,-0.880196153490799,4.069432006826591,0.38238568084450897,0.00014430079747040914,59,0.06381757403830507,225.0
