avg_gamma_1,avg_gamma_0,std_gamma_1,std_gamma_0,se_gamma_1,se_gamma_0,tstat_gamma_1,tstat_gamma_0,pvalue_gamma_1,pvalue_gamma_0,n_months
-0.527719723492266,1.2739977872756658,5.01860265937448,2.4555239865268574,0.6533664148694301,0.3196819936932228,-0.8076933730940646,3.9852034597176447,0.42256735514259525,0.00019082356861588323,59
