date,gamma_0,gamma_1,gamma_0_se,gamma_1_se,gamma_0_tstat,gamma_1_tstat,gamma_0_pvalue,gamma_1_pvalue,r_squared,n_stocks
2021-01-31,-1.5501133348780751,1.876916727651802,1.5203323328025822,1.5325161212979874,-1.019588481697679,1.2247288635777085,0.3089376855769534,0.22186331089924632,0.006134809937957786,245
2021-02-28,0.4687196931884387,4.041193984051458,1.621142121240823,1.6341337891150312,0.28912930399321213,2.4729884486630533,0.7727289433000288,0.014083933052276154,0.024549526817728817,245
2021-03-31,5.187151853199477,1.1654594613218192,1.183249222889903,1.1927316616685797,4.383820206981132,0.9771346722626547,1.7368995248157013e-05,0.3294742422523689,0.003913807797148783,245
2021-04-30,0.3339633584879861,1.7737932723910563,1.0417188940364455,1.0500671231721181,0.32058875038154205,1.6892189396737365,0.7487975811875278,0.09246009968133291,0.011606347207336443,245
2021-05-31,0.4280552239437216,2.431865747652663,1.0527748096896374,1.0612116398075002,0.40659713739723136,2.29159354876073,0.6846617720909149,0.02278526767344874,0.021153560349396416,245
2021-06-30,1.7100117833150668,-0.9776523671857801,0.9531862196231198,0.9608249569215729,1.7939954943863836,-1.0175135024782467,0.07405701774802442,0.30992120486212427,0.0042425566491151034,245
2021-07-31,-0.46251423698355304,2.5518911069524775,1.0766120189192194,1.0852398780044386,-0.42960159171161594,2.35145349767735,0.6678661574058573,0.019499606300164698,0.022248213008578266,245
2021-08-31,1.957590861791726,0.0026487004339312203,1.0298578773401375,1.0381110534958462,1.9008359355833528,0.0025514615464421685,0.0585067839497976,0.9979663237727125,2.6789941931504302e-08,245
2021-09-30,0.609411901985581,-3.7560715814409966,1.0980778214728795,1.1068777053138412,0.5549806125472614,-3.393393473740633,0.5794184101496085,0.0008059101574073006,0.04524336039745147,245
2021-10-31,0.03959641221378163,4.133266304710911,1.1463181591747098,1.1555046361695662,0.03454225329753915,3.5770226923644888,0.9724731060589388,0.00041931748226999276,0.050020863475440214,245
2021-11-30,-0.3231845028713556,-2.19933289960179,1.4547687792574846,1.466427148111299,-0.22215523695546263,-1.4997900866977574,0.8243796351302248,0.13496686691983573,0.009171767908587536,245
2021-12-31,4.617506092339828,0.6798974141847696,0.9450664029425165,0.9526400688569547,4.885906511926534,0.7136981074085608,1.8695845054719258e-06,0.47609878279928197,0.002091767552934054,245
2022-01-31,3.1403157549003557,-6.880237537126631,1.6218758004143194,1.6348733479187114,1.9362245580692061,-4.208422350199526,0.053999876632678,3.62131769484991e-05,0.06793281064241719,245
2022-02-28,1.5302880346218997,-5.486532066758381,1.2079820951314542,1.2176627406296576,1.2668135072443865,-4.505789561994215,0.20643482688199502,1.0279899560860511e-05,0.07710586632373584,245
2022-03-31,4.849256262629797,-5.791233033084625,1.426173795090585,1.4376030066531926,3.4001860638042296,-4.0283951871851515,0.0007870457135568101,7.513373358239774e-05,0.06260114571298814,245
2022-04-30,7.525987930480584,-9.841928038810522,1.0999463681232635,1.108761226306802,6.842140806666309,-8.876508129341088,6.299328809104339e-11,1.5475153161816417e-16,0.24485474924220385,245
2022-05-31,-1.6224120247707225,1.3252193844596003,1.2911345059775614,1.301481526428644,-1.2565786269822754,1.01823910485775,0.21011285383038594,0.30957704031665517,0.0042485839367653044,245
2022-06-30,1.09367422714705,-10.949174517287238,1.0177776956400622,1.0259340624497852,1.0745708339179687,-10.672395934629717,0.28363274846730796,4.674653722796228e-22,0.3191370799112643,245
2022-07-31,-5.657868373307009,13.701178875685194,1.5105145155762243,1.5226196250841533,-3.7456564071141485,8.998425246835989,0.00022474891680449285,6.747913696793204e-17,0.24993438528533485,245
2022-08-31,1.8020508361363263,-8.377491796644938,0.9383543524540702,0.9458742286794007,1.9204374460708133,-8.85687710124138,0.05597308318899721,1.7678855673737813e-16,0.24403692590854398,245
2022-09-30,-2.7038074745582428,-6.2278680500001045,1.2002644884710763,1.209883285855409,-2.252676389686754,-5.147494905342784,0.025172413488249203,5.449024022658502e-07,0.09831921291379409,245
2022-10-31,4.808923172023613,2.640695915759108,1.3363622195470801,1.347071690289045,3.598517753407795,1.9603232216931874,0.0003877608155962795,0.051100668232114156,0.015568070400961198,245
2022-11-30,0.2220006030022696,7.39660071305487,1.1741739605385904,1.1835836710889431,0.18906960166314582,6.249326425946472,0.850196084119001,1.8339658342924165e-09,0.1384630942771825,245
2022-12-31,-0.9761431803581676,-2.423574039504916,0.8661888382879139,0.8731303874315323,-1.1269403820621684,-2.7757298043815526,0.2608792863305045,0.0059364138569561724,0.0307320791597957,245
2023-01-31,-0.07463603526819969,10.280341978119296,1.2049163781575916,1.214572455312157,-0.06194291705315172,8.46416525679989,0.9506592081041926,2.4581793677087604e-15,0.22769392581507586,245
2023-02-28,2.33543055194987,-0.49541188699806277,1.2560831560813948,1.266149278583786,1.859296130708191,-0.3912744692728421,0.06419386660378006,0.6959372324461084,0.000629626819504181,245
2023-03-31,-1.1888382931602361,-1.0140408579068019,1.4170754034926603,1.4284317014715169,-0.838937921179149,-0.709898034930319,0.40232867032900466,0.47844802721976765,0.002069597676730317,245
2023-04-30,4.975967512299613,-3.2750508555926463,1.063035064354972,1.0715541191088922,4.680906283480808,-3.0563559947081242,4.749168524228804e-06,0.002490642062387223,0.03701855987668179,245
2023-05-31,-2.6959398525333604,-1.130946347034819,1.1542973319084715,1.1635477531810747,-2.3355679494433166,-0.9719810329596484,0.02032823022268537,0.3320264955285026,0.0038727914396773366,245
2023-06-30,2.5033428876387838,0.46478136777973017,1.445241638815589,1.4568236581360774,1.7321275698161689,0.3190374930994678,0.08451978436420046,0.7499721553173835,0.0004186926148482817,245
2023-07-31,-1.6434535806856854,5.473181410176857,1.4134542571749207,1.4247815356559381,-1.162721448071808,3.841417981078148,0.24608311846431793,0.00015615595757830693,0.057249739802166744,245
2023-08-31,2.862699144664536,-5.771332033162568,0.9571037464247557,0.9647738783840645,2.9910019215347328,-5.9820566896247085,0.003066713654567471,7.836080223116813e-09,0.12836057158967573,245
2023-09-30,1.661531335579209,-4.484404182935907,1.1629463458502345,1.1722660794398139,1.4287257030456182,-3.825414947670286,0.15436721625699593,0.00016603626048648497,0.0568007751662164,245
2023-10-31,2.613394278521826,-8.094625601183642,1.2448039504410924,1.2547796825380753,2.0994424685074127,-6.451033367714748,0.03680967110724787,5.957676076284869e-10,0.14621755680413262,245
2023-11-30,-1.8584848594771954,10.73980095780015,1.5851470196193007,1.5978502264145953,-1.172436901104316,6.721406537519547,0.2421697984902731,1.2720223907847767e-10,0.15676913111015167,245
2023-12-31,-2.7885771033937536,8.247914507872608,1.0290183646118767,1.037264812998071,-2.7099391024430783,7.951599634458964,0.007208957726885876,6.940804570022378e-14,0.2064734439922178,245
2024-01-31,3.2906372995151747,-4.9995602515443,1.3473045229745764,1.3581016842219238,2.442385699299897,-3.681285657493769,0.015304108755594632,0.0002859156057148397,0.052823097349259385,245
2024-02-29,-0.2787893649077142,0.6474774549140493,1.4797991968595963,1.4916581569311567,-0.18839675376183207,0.43406557454566436,0.8507228820489041,0.6646259652774891,0.0007747611028880996,245
2024-03-31,2.2789034402808146,1.449348535769765,1.8858699504169172,1.9009831201561707,1.2084096465808831,0.7624205183109134,0.22806434863030725,0.44654848456703033,0.002386410953656992,245
2024-04-30,3.510897720382096,-5.17477698021431,1.2462508704001474,1.2562381979663382,2.817167717808545,-4.119264155947097,0.005243231351773087,5.214228960406334e-05,0.06527078401205233,245
2024-05-31,2.316500252459935,2.192821943587918,1.3534446612468067,1.3642910289370003,1.7115588976692642,1.6072977811020828,0.08825392585078629,0.10928760702465784,0.01051946545395932,245
2024-06-30,1.3854028131379612,-5.176020161147259,1.0780351758524578,1.0866744399724158,1.2851183747714465,-4.763174664602075,0.1999744523627313,3.27879861165969e-06,0.08539281847838331,245
2024-07-31,3.1428042378938827,0.2528088806559847,1.26821906005176,1.278382438452737,2.4781241166377166,0.19775684728739437,0.013887855766591023,0.8434006368324953,0.0001609114311181825,245
2024-08-31,3.00357272168121,-1.9516541605036108,0.9737910527927182,0.9815949151259449,3.08441191061195,-1.9882480343260551,0.0022753770700807883,0.047906281780054794,0.016007613436863743,245
2024-09-30,-1.0515334937491092,2.6910483098776936,1.2007238675503078,1.2103463463518014,-0.8757496391692673,2.223370457546297,0.38203098459261764,0.027111069122463,0.019937520684850774,245
2024-10-31,1.320224185218077,-5.16627213241387,1.231679431528335,1.2415499850672573,1.0718894473863794,-4.161147110105279,0.28483308103315413,4.396870148456836e-05,0.06651608861962044,245
2024-11-30,1.4839041206266714,-0.26256774818129447,1.3350315461390663,1.3457303529998454,1.1115124020238676,-0.19511170837158387,0.2674463663438055,0.8454685336813965,0.00015663627910744715,245
2024-12-31,0.2136581860798509,-0.4337056001634629,0.9417223959171752,0.949269263299842,0.2268802218213808,-0.45688364401036125,0.8207076291035993,0.648162829141598,0.0008582860216190813,245
2025-01-31,1.694491299744415,3.6192238115434656,1.3879214601310836,1.3990441213766676,1.2208841410841627,2.5869261421020293,0.22331318580615342,0.010265953263013867,0.026801747178086366,245
2025-02-28,6.3946853534582075,-3.753186283811133,1.6442862462477075,1.65746338878289,3.889034143568981,-2.2644157989922036,0.00012994687424185562,0.024430369707945244,0.020665090649074846,245
2025-03-31,3.8321716803531563,-8.188482530180341,1.401985275628439,1.4132206428592613,2.7333893921499195,-5.794199632983856,0.00672955288695816,2.117965617599496e-08,0.12138849348425373,245
2025-04-30,3.5890377933337048,-3.4153594580436897,1.2685397946294237,1.2787057433646447,2.82926701119547,-2.6709502759070207,0.005055188059186654,0.008074644432727587,0.028520617263742776,245
2025-05-31,1.2883146147707936,4.369122932177505,1.2235403711814539,1.2333456991195793,1.0529400133538656,3.5424965889907365,0.29341436034466256,0.00047510191959682324,0.049107091910884804,245
2025-06-30,-1.3682066430479336,1.055396981087202,1.1902082232152815,1.1997464307139116,-1.1495523357684416,0.8796833681423714,0.2514584422405492,0.37989996393190606,0.003174429295647596,245
2025-07-31,2.852737907762908,-1.590720372185179,1.4111444610994224,1.4224532291099035,2.021577511306206,-1.1182936209302068,0.04431625159938712,0.26454591634797703,0.005120072261140307,245
2025-08-31,1.98058175296354,-0.5003236494101361,1.2790847366140838,1.2893351914405493,1.5484367034246824,-0.38804777278368874,0.12281854634136226,0.6983204031325773,0.0006192914419419493,245
2025-09-30,-0.3178580763382464,0.48963353189168496,1.3412582994752666,1.3520070069031944,-0.23698498377426655,0.3621531023076594,0.812868101824469,0.7175523681377376,0.000539440819838366,245
2025-10-31,0.336682308258156,1.9509563362112718,1.3515068084708382,1.3623376464062222,0.24911625020897604,1.432065201573043,0.8034812925860632,0.1534101896583992,0.008368920451029993,245
2025-11-30,0.5382184573332606,-0.9926532329074941,1.2393125477664384,1.2492442723215913,0.4342879109093742,-0.7946029891037648,0.6644647460148019,0.4276198377551128,0.002591595032802374,245
