avg_gamma_1,avg_gamma_0,std_gamma_1,std_gamma_0,se_gamma_1,se_gamma_0,tstat_gamma_1,tstat_gamma_0,pvalue_gamma_1,pvalue_gamma_0,n_months
-0.5746707941065095,1.3167229649327672,5.016245109641245,2.4594409102100334,0.6530594880370771,0.3201919337219305,-0.8799669932578681,4.11229274150382,0.38250877854385945,0.0001250432903880938,59
