gamma_0,gamma_1,gamma_0_se,gamma_1_se,gamma_0_tstat,gamma_1_tstat,gamma_0_pvalue,gamma_1_pvalue,r_squared,n_stocks,date
0.0032143901853151887,10.202129420114593,1.206766759331332,1.2170953087779937,0.00266363832153968,8.382358675228064,0.9978769119958636,4.2208308426375235e-15,0.22429628396422963,245,2023-01-31
2.4246157029672677,-0.5930229803068762,1.255082678036085,1.2658247567348113,1.93183743620877,-0.46848742462311765,0.05454226543363603,0.6398560307048383,0.0009023967430920043,245,2023-02-28
-1.1574683185770978,-1.048922754867894,1.4160368243847836,1.4281564873153865,-0.8173998717017656,-0.7344592586206246,0.41450065460743635,0.46337701293705424,0.0022149612556859877,245,2023-03-31
4.9703641401469625,-3.2710762517158507,1.0623779844575492,1.071470730390984,4.678527052388829,-3.052884375592996,4.799978450055149e-06,0.002518544374457368,0.03693761574892496,245,2023-04-30
-2.636714455900528,-1.1962906691027861,1.1532681202814918,1.163138782290931,-2.2862978777710024,-1.0285020904784543,0.023098006620794687,0.3047363609108422,0.004334286707433743,245,2023-05-31
2.6499454732394203,0.30516319308126316,1.4444596559006926,1.4568225859071045,1.8345583155709857,0.2094717613752881,0.06779372224720581,0.8342554824898346,0.00018053702524467585,245,2023-06-30
-1.453147089773532,5.269158099676559,1.4156461396768678,1.427762458791201,-1.0264903417920697,3.6905005221510248,0.305681224927164,0.0002762865398756269,0.05307382523453097,245,2023-07-31
2.9173679207833185,-5.8347348446987795,0.9548975062425419,0.963070341658712,3.0551634093830313,-6.05847215131713,0.0025001949362518086,5.1964659269771104e-09,0.13122780672165302,245,2023-08-31
1.7843146335702766,-4.621269722516624,1.1599990585781115,1.1699273297555872,1.5382035186799468,-3.950048524366096,0.12529995126771865,0.00010242369421058598,0.06033530308337787,245,2023-09-30
2.697399104596104,-8.19154623596595,1.2413872499965886,1.2520121114247815,2.172890936815661,-6.542705267159136,0.030755191357238764,3.546000180590533e-10,0.14977587455601094,245,2023-10-31
-1.6199799919986202,10.48663827007655,1.5909127631424884,1.604529164996768,-1.0182707873929655,6.5356482754227,0.3095620185860771,3.6911364783654716e-10,0.1495012284009971,245,2023-11-30
-2.7917544382818784,8.256764459839763,1.0280196466539966,1.0368183243359115,-2.7156625336573037,7.963559541762798,0.007089188210686054,6.42869297580837e-14,0.2069663743826049,245,2023-12-31
3.393040849745879,-5.114530800239294,1.3446579873192515,1.3561667286758419,2.523348599973992,-3.7713141696324537,0.012263255704616505,0.00020400150015013934,0.05529373749851507,245,2024-01-31
-0.1195528546986969,0.47419680940103714,1.4790880617922029,1.4917473715254708,-0.08082876049573098,0.3178801038651205,0.9356446662562732,0.75084888246598,0.00041566155869843247,245,2024-02-29
2.6006855283293984,1.0992783280350371,1.8855819038625357,1.9017203380538832,1.3792482432091668,0.5780441561454712,0.16908627635309506,0.5637695855683824,0.0013731532010097247,245,2024-03-31
3.5751212113850603,-5.248213150937604,1.2441739332860837,1.2548226455503435,2.873489884121372,-4.182434202592693,0.004418919511768805,4.029830232943993e-05,0.06715256169536088,245,2024-04-30
2.382466736509798,2.122293740936812,1.3530045896879945,1.364584768457499,1.7608711416560674,1.5552670599832452,0.07951802600583142,0.12118388760675504,0.00985603009874958,245,2024-05-31
1.4657319771143613,-5.267026031832961,1.0755255105098844,1.0847307842966787,1.3628054033041839,-4.855606670412707,0.17420541548638904,2.149861230256066e-06,0.08844320235729941,245,2024-06-30
3.2211079910543834,0.16755618302708025,1.2674390614859519,1.2782868967581478,2.541430265907964,0.1310786987271934,0.011662635162352969,0.8958215058742514,7.07012777658722e-05,245,2024-07-31
3.068327153183267,-2.0235655651058635,0.9725519457322941,0.9808758830493187,3.1549236692677995,-2.0630189813771964,0.0018078157352309835,0.04017341794040977,0.017213117186400395,245,2024-08-31
-0.8993351097071665,2.5267791832399835,1.2013724014241087,1.2116547813090492,-0.7485897866815429,2.085395297586412,0.4548284357009711,0.03807721163508276,0.017581941994838868,245,2024-09-30
1.4706187848144323,-5.3337025860332625,1.2279632741104138,1.238473241589433,1.1976081172947195,-4.306675676890758,0.23223650026886405,2.4063495145187672e-05,0.07091430256339126,245,2024-10-31
1.6193155772442858,-0.4104528576784276,1.333999329748683,1.345416845132316,1.2138803529604132,-0.3050748614925074,0.22597187332251398,0.7605702790595179,0.0003828602389106539,245,2024-11-30
0.27189107730756124,-0.4975121121439059,0.9409729293758782,0.949026586268461,0.28894675799855285,-0.5242341145574287,0.7728684685832762,0.6005935618661622,0.0011296746834570381,245,2024-12-31
1.7497448487259857,3.561312929939787,1.3876070189979604,1.3994833551643595,1.2609801080348655,2.5447340383134,0.20852532156481016,0.011555775354868774,0.025957125563940364,245,2025-01-31
6.516335715022314,-3.888338644883107,1.6419247981354432,1.655977804927442,3.968717521303176,-2.3480620533156706,9.517487190116008e-05,0.01967397553946093,0.022185505924977256,245,2025-02-28
3.9127969847433013,-8.28177787712227,1.3988162757860443,1.4107885504277957,2.7972200870658033,-5.870318322764225,0.005567174472496409,1.4194186569872115e-08,0.1242000939557677,245,2025-03-31
3.7164374875813833,-3.556562962398049,1.2661260939416827,1.276962691706632,2.93528227983315,-2.7851737450878713,0.003651833786562425,0.005771498609262704,0.030935075895561326,245,2025-04-30
1.3578504940301823,4.296121665405928,1.2237711866592857,1.2342452746427945,1.1095623992724597,3.4807681695595534,0.26828447488466867,0.0005925676392528352,0.047491176810164015,245,2025-05-31
