date,country,ticker,stock_return,msci_index_return,riskfree_rate,stock_excess_return,market_excess_return
2021-01-31,France,AC.PA,-5.979733888140748,-2.134248716060705,-0.0005366666666666,-5.979197221474082,-2.1337120493940382
2021-01-31,France,AI.PA,0.5586496249297079,-2.134248716060705,-0.0005366666666666,0.5591862915963746,-2.1337120493940382
2021-01-31,France,AIR.PA,-7.329027465504645,-2.134248716060705,-0.0005366666666666,-7.328490798837978,-2.1337120493940382
2021-01-31,France,ATO.PA,-15.11098246876712,-2.134248716060705,-0.0005366666666666,-15.110445802100452,-2.1337120493940382
2021-01-31,France,BN.PA,2.2321438300647367,-2.134248716060705,-0.0005366666666666,2.2326804967314033,-2.1337120493940382
2021-01-31,France,BNP.PA,-7.713708489572624,-2.134248716060705,-0.0005366666666666,-7.713171822905958,-2.1337120493940382
2021-01-31,France,CA.PA,-0.2851131045631172,-2.134248716060705,-0.0005366666666666,-0.28457643789645065,-2.1337120493940382
2021-01-31,France,CO.PA,11.155220325526006,-2.134248716060705,-0.0005366666666666,11.155756992192673,-2.1337120493940382
2021-01-31,France,CS.PA,-6.211550469933947,-2.134248716060705,-0.0005366666666666,-6.211013803267281,-2.1337120493940382
2021-01-31,France,DSY.PA,-0.8426070752263648,-2.134248716060705,-0.0005366666666666,-0.8420704085596982,-2.1337120493940382
2021-01-31,France,EL.PA,-7.423947229703631,-2.134248716060705,-0.0005366666666666,-7.423410563036965,-2.1337120493940382
2021-01-31,France,EMEIS.PA,6.090193588645065,-2.134248716060705,-0.0005366666666666,6.0907302553117315,-2.1337120493940382
2021-01-31,France,EN.PA,-3.6552772811371814,-2.134248716060705,-0.0005366666666666,-3.654740614470515,-2.1337120493940382
2021-01-31,France,ENGI.PA,2.3961592397552467,-2.134248716060705,-0.0005366666666666,2.3966959064219133,-2.1337120493940382
2021-01-31,France,ENX.PA,-1.4420370173037766,-2.134248716060705,-0.0005366666666666,-1.44150035063711,-2.1337120493940382
2021-01-31,France,ERF.PA,15.372273003941906,-2.134248716060705,-0.0005366666666666,15.372809670608573,-2.1337120493940382
2021-01-31,France,GET.PA,-10.296202260416454,-2.134248716060705,-0.0005366666666666,-10.295665593749787,-2.1337120493940382
2021-01-31,France,HO.PA,-0.44453755058614375,-2.134248716060705,-0.0005366666666666,-0.4440008839194772,-2.1337120493940382
2021-01-31,France,LR.PA,3.972602044184037,-2.134248716060705,-0.0005366666666666,3.9731387108507037,-2.1337120493940382
2021-01-31,France,MC.PA,-2.0606228457397013,-2.134248716060705,-0.0005366666666666,-2.0600861790730347,-2.1337120493940382
2021-01-31,France,ML.PA,8.527867490049656,-2.134248716060705,-0.0005366666666666,8.528404156716324,-2.1337120493940382
2021-01-31,France,OR.PA,-6.660223399919152,-2.134248716060705,-0.0005366666666666,-6.659686733252486,-2.1337120493940382
2021-01-31,France,ORA.PA,3.6224711203307836,-2.134248716060705,-0.0005366666666666,3.62300778699745,-2.1337120493940382
2021-01-31,France,PUB.PA,4.906775448694933,-2.134248716060705,-0.0005366666666666,4.9073121153615995,-2.1337120493940382
2021-01-31,France,RI.PA,0.24403299792625788,-2.134248716060705,-0.0005366666666666,0.24456966459292448,-2.1337120493940382
2021-01-31,France,RMS.PA,-4.20646623302261,-2.134248716060705,-0.0005366666666666,-4.205929566355944,-2.1337120493940382
