avg_gamma_1,avg_gamma_0,std_gamma_1,std_gamma_0,se_gamma_1,se_gamma_0,tstat_gamma_1,tstat_gamma_0,pvalue_gamma_1,pvalue_gamma_0,n_months,avg_r_squared,avg_n_stocks
-0.627026393525454,1.510172949222331,5.236704998132324,2.810472824082939,0.6817609208346845,0.3658923963085584,-0.9197159508024915,4.127369041986859,0.36153061241367945,0.00011887968402679583,59,0.06399447888531366,225.0
