avg_gamma_1,avg_gamma_0,std_gamma_1,std_gamma_0,se_gamma_1,se_gamma_0,tstat_gamma_1,tstat_gamma_0,pvalue_gamma_1,pvalue_gamma_0,n_months,avg_r_squared,avg_n_stocks,period
-0.7726816558760072,1.1010283134722956,5.731293602684448,2.886530732738293,1.1698954077212003,0.5892106185059051,-0.6604707145411296,1.8686498153482634,0.5155128501596904,0.07446114742766063,24,0.07307129410529357,245.0,Period A (2021-2022)
-0.43889191746456807,1.464627868791376,4.5450474270028245,2.151016642870071,0.7682532341748668,0.3635881735426981,-0.571285479762353,4.02826047536273,0.571563507423954,0.00029860178110063806,35,0.046290508423785716,245.0,Period B (2023-2025)
