country,ticker,avg_return,beta
France,AC.PA,1.2579249120824387,0.7308707150831507
France,AI.PA,0.9541577733119686,0.570302164410284
France,AIR.PA,1.8011364307444344,0.8222517787480293
France,BNP.PA,1.8309169386112718,0.8487341663344321
France,CA.PA,0.4571002676502541,0.5623044250058292
France,CO.PA,-10.439291579782909,0.9169931228552471
France,CS.PA,1.8581314082312583,0.6053995201427034
France,DSY.PA,-0.2198611019746673,0.4291348019392083
France,EL.PA,1.8833329122308449,0.5491994661145981
France,EN.PA,1.0540860000652463,0.5554041207600036
France,ENGI.PA,1.8198054074174097,0.4773289322685739
France,ENX.PA,1.2018114056022726,0.6460781192851827
France,ERF.PA,0.20448597069279204,0.5931727769446937
France,GET.PA,0.4790740328019079,0.4120396510551559
France,LR.PA,1.3736549579079647,0.6758596284055284
France,MC.PA,0.7972440101736956,0.8499328857258484
France,ML.PA,0.6136734906663585,0.7149301462826471
France,OR.PA,0.6339931617350805,0.7294688385496249
France,ORA.PA,1.404926329056797,0.2939674077861095
France,PUB.PA,1.7764431065451378,0.4718948788232884
France,RI.PA,-0.7624502932179257,0.2967405912834054
France,RMS.PA,1.8924688444485214,0.9126079119808824
France,SAF.PA,1.8542953891661342,0.7340438286776555
France,SAN.PA,0.6545706040310244,0.2770685834399021
France,SK.PA,-1.1331526967801573,0.8395887565871688
France,SOI.PA,-2.0491789931418296,0.8745870741505125
France,STLAP.PA,2.833452049230941,0.8660527099240171
France,STM,-0.11497306705878674,1.2849694006046426
France,SU.PA,1.5419469516130022,0.7208732838580697
France,SW.PA,0.45951995045905963,0.2969128954549303
France,TEP.PA,-1.7778312185094944,0.4629177909134006
France,TTE.PA,1.521299258510683,0.3795044619799847
France,VIE.PA,1.2532506496662223,0.7659376346710689
France,WLN.PA,-5.227719034448121,0.9090865129982828
Germany,1COV.DE,0.7518336084775686,0.7409412246797031
Germany,ADS.DE,-0.5548973819598357,0.8161339645704809
Germany,AFX.DE,-0.7989662911763006,1.0708215660102682
Germany,ALV.DE,1.6212287244855337,0.4834298128952287
Germany,BAYN.DE,-0.16914658089221102,0.6578184532166984
Germany,BMW.DE,1.1011573123102276,0.5423543443117288
Germany,BNR.DE,-0.028820333333861078,0.4762022696702407
Germany,CBK.DE,3.8042322858512883,0.6558243845503459
Germany,CON.DE,-0.25153188247289987,0.8792217090965777
Germany,DB1.DE,1.162429442524919,0.2831663964987995
Germany,DBK.DE,2.6491672297960096,0.8172827068818497
Germany,DHL.DE,0.5914841934045224,0.8120376768524201
Germany,DTE.DE,1.489931592170307,0.328554475447005
Germany,ENR.DE,3.3708212955632315,1.2359992067421437
Germany,EOAN.DE,1.4563701648874403,0.5728264390447084
Germany,EVK.DE,-0.5263656853076453,0.629956640827126
Germany,FRE.DE,0.8414776932144807,0.6620964133858281
Germany,HEI.DE,2.770906656449306,0.7704672109364288
Germany,HEN3.DE,-0.09630656281532259,0.3698345865646505
Germany,IFX.DE,0.830555076740191,1.187749615183664
Germany,LEG.DE,-0.41778662897332014,0.8177813808501553
Germany,MRK.DE,0.03199481299171534,0.4614703785828528
Germany,MTX.DE,1.2134794603110293,0.5660107410519489
Germany,MUV2.DE,1.8706187744927758,0.4318336144580168
Germany,PAH3.DE,0.0034902624547674074,0.6436717244745864
Germany,PUM.DE,-1.7911119586561155,0.5129538281668452
Germany,RWE.DE,0.8689152497479465,0.4098111359743593
Germany,SAP.DE,1.5032246034381482,0.5696182228496273
Germany,SHL.DE,0.40509545843024447,0.561473488067433
Germany,SIE.DE,1.6139469120987686,0.8712856382742481
Germany,SRT3.DE,0.25898734410749435,0.9443077238192948
Germany,SY1.DE,-0.3908358447286595,0.3214473566003643
Germany,UTDI.DE,0.03305328454475769,0.3483428338704905
Germany,VNA.DE,-0.2082196450698882,0.8773836205775659
Germany,VOW3.DE,0.4082614535882425,0.8303517090688501
Germany,ZAL.DE,-1.3856237829755773,1.5109988874114908
Italy,ELN.MI,1.9387613977164688,0.6871684267662199
Italy,ENEL.MI,0.8099081271436885,0.6277093558038469
Italy,ENI.MI,1.8475237921549992,0.537471293191897
Italy,G.MI,2.1532554109104782,0.4353715394661651
Italy,HER.MI,1.0799834361078364,0.6711659228835318
Italy,IG.MI,1.6709666173993565,0.3991291531107021
Italy,IP.MI,0.6048896019749228,0.8324601149629988
Italy,ISP.MI,2.727725440520169,0.8028443988858419
Italy,LDO.MI,4.104049264489519,0.4918893080835567
Italy,MB.MI,2.1428570928836623,0.6156999671692759
Italy,MONC.MI,0.7376780658355712,0.7689843863897038
Italy,NEXI.MI,-1.9291680752073408,0.7591193536822008
Italy,PRY.MI,2.308565487899406,0.5321511924811861
Italy,RACE.MI,1.3394409516345722,0.4586871230462677
Italy,REC.MI,0.5456241277165095,0.3531022524708954
Italy,SPM.MI,0.21930326365806002,0.8495642276740519
Italy,SRG.MI,0.971639258263065,0.5131745450184031
Italy,STLAM.MI,0.766700879106176,1.0053342129593448
Italy,TIT.MI,1.0662684294057703,0.5317324460547048
Italy,TRN.MI,1.0961134713523675,0.4388484826094015
Italy,UCG.MI,4.585024842410136,1.1360527855233862
Italy,UNI.MI,3.6103347653955855,0.53824676434479
Spain,ACS.MC,2.555496591967459,0.3687408669106338
Spain,ACX.MC,1.3614677479956838,0.7958222873180955
Spain,AMS.MC,0.4059555351653792,0.5973068567465994
Spain,ANA.MC,1.2190520810106942,0.5544772633959039
Spain,APAM.MC,0.9903624686674182,1.0545944175719
Spain,BBVA.MC,3.4393539557502626,0.993946791230078
