portfolio,n_stocks,avg_book_to_market,median_book_to_market,avg_alpha,median_alpha,avg_beta,avg_r_squared,std_alpha
P1,44,0.004345948102503266,0.004069966919242907,-0.09995027587135485,-0.12315182590170726,0.7666511202631903,0.20360527353379212,1.0746153483470213
P2,44,0.1099368939587586,0.12629470192802641,0.10691268032940805,0.2106460859507042,0.7512288098764313,0.2643545102344293,1.3426748109915236
P3,43,0.31019037113631226,0.30313626293311924,0.5470732436240566,0.6153010764482211,0.6257378832404049,0.2575100796465777,0.8244232049228709
P4,44,0.5796917344476111,0.5640784597749902,0.6002143195503605,0.381868233409161,0.6108698202801061,0.2250358939385582,1.4032444343060475
P5,44,1.797790468061096,1.1522174701359673,-0.42345068742191555,-0.15967039782917297,0.6857580043167816,0.22536431556609557,2.3578790141965387
