portfolio,expected_return,volatility,sharpe_ratio
Minimum-Variance (Constrained),0.873271558444469,1.5628971865032433,0.558751763062731
Tangency (Constrained),2.169438532449833,2.334362724364754,0.9293493722318577
Equal-Weighted,0.7899133207160495,3.892333149685856,0.20294083017529013
